ID,DESCRIPTION,Attribut1,Additional Feature,Application,Characteristic,Temp,Height,Length in mm,Rating,Material,Size,Code,Joule-integral-Nom (J),LC Risk,Maximum AC Voltage Rating,Maximum DC Voltage Rating,Maximum Power Dissipation,Mounting,Mounting Feature,Number of Terminals,Operating Temperature-Max (Cel),Operating Temperature-Min (Cel),Physical Dimension,Pre-arcing time-Min (ms),Product Diameter,Product Length,Rated Breaking Capacity (A),Rated Current (A),Rated Voltage (V),Rated Voltage(AC) (V),Rated Voltage(DC) (V),combined_text
A855,"Indicator Chip Very Fast Movement 7A 125V SMD Solder Pad 2410 Ceramic T/R CE/CSA/PSE/UL Electric Indicator, Very Fast Blow, 7A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO",Very Fast,,Automotive|Battery Charging Circuit|Cooling Fan System|Networking|Power Supply|Telecommunication System,VERY FAST,2.69mm,2.69mm,6.1mm,7A,Ceramic,6.1 X 2.69mm,e0,10.32J,High,125V,125V,,Surface Mount,SURFACE MOUNT,2.0,125Cel,-55Cel,6.1mm  x  2.69mm  x  2.69mm,,,6.1mm,50A,7A,125V,125V,125V,indicator chip very fast movement 7a 125v smd solder pad 2410 ceramic t r ce csa pse ul electric indicator very fast blow 7a 125vac 125vdc 50a ir surface mount nano automotive battery charging circuit cooling fan system networking power supply telecommunication system very fast ceramic 6 1 x 2 69mm
A856,"Indicator Chip Very Fast Movement 7A 125V SMD Solder Pad 2410 Ceramic T/R CE/CSA/PSE/UL Electric Indicator, Very Fast Blow, 7A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO",Very Fast,RATED BREAKING CAPACITY AT 125 VDC: 50 A,Automotive|Battery Charging Circuit|Cooling Fan System|Networking|Power Supply|Telecommunication System,VERY FAST,2.69mm,2.69mm,6.1mm,7A,Ceramic,NANO,e4,10.32J,Low,125V,125V,,Surface Mount,SURFACE MOUNT,2.0,125Cel,-55Cel,6.1mm  x  2.69mm  x  2.69mm,,,6.1mm,50A,7A,125V,125V,125V,indicator chip very fast movement 7a 125v smd solder pad 2410 ceramic t r ce csa pse ul electric indicator very fast blow 7a 125vac 125vdc 50a ir surface mount nano automotive battery charging circuit cooling fan system networking power supply telecommunication system very fast ceramic nano
A857,"Indicator Chip Very Fast Movement 7A 125V SMD Solder Pad 2410 Ceramic T/R CSA/PSE/UL Electric Indicator, Very Fast Blow, 7A, 50A (IR), NANO",Very Fast,,Automotive|Battery Charging Circuit|Cooling Fan System|Networking|Power Supply|Telecommunication System,VERY FAST,2.69mm,2.69mm,6.1mm,7A,Ceramic,6.1 X 2.69mm,,,Low,125V,125V,,Surface Mount,,2.0,125Cel,-55Cel,6.1mm  x  2.69mm  x  2.69mm,,,6.1mm,50A,7A,125V,,,indicator chip very fast movement 7a 125v smd solder pad 2410 ceramic t r csa pse ul electric indicator very fast blow 7a 50a ir nano automotive battery charging circuit cooling fan system networking power supply telecommunication system very fast ceramic 6 1 x 2 69mm
A858,"Indicator Chip Very Fast Movement 7A 125V SMD Solder Pad 2410 Ceramic T/R CE/CSA/PSE/UL Electric Indicator, Very Fast Blow, 7A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO",Very Fast,,Automotive|Battery Charging Circuit|Cooling Fan System|Networking|Power Supply|Telecommunication System,VERY FAST,2.69mm,2.69mm,6.1mm,7A,Ceramic,6.1 X 2.69mm,e0,10.32J,High,125V,125V,,Surface Mount,SURFACE MOUNT,2.0,125Cel,-55Cel,6.1mm  x  2.69mm  x  2.69mm,,,6.1mm,50A,7A,125V,125V,125V,indicator chip very fast movement 7a 125v smd solder pad 2410 ceramic t r ce csa pse ul electric indicator very fast blow 7a 125vac 125vdc 50a ir surface mount nano automotive battery charging circuit cooling fan system networking power supply telecommunication system very fast ceramic 6 1 x 2 69mm
A859,"Indicator Chip Very Fast Movement 7A 125V SMD Solder Pad 2410 Ceramic T/R CE/CSA/PSE/UL Electric Indicator, Very Fast Blow, 7A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO",Very Fast,RATED BREAKING CAPACITY AT 125 VDC: 50 A,Automotive|Battery Charging Circuit|Cooling Fan System|Networking|Power Supply|Telecommunication System,VERY FAST,2.69mm,2.69mm,6.1mm,7A,Ceramic,NANO,e4,10.32J,Low,125V,125V,,Surface Mount,SURFACE MOUNT,2.0,125Cel,-55Cel,6.1mm  x  2.69mm  x  2.69mm,,,6.1mm,50A,7A,125V,125V,125V,indicator chip very fast movement 7a 125v smd solder pad 2410 ceramic t r ce csa pse ul electric indicator very fast blow 7a 125vac 125vdc 50a ir surface mount nano automotive battery charging circuit cooling fan system networking power supply telecommunication system very fast ceramic nano
A862,"Indicator Chip Very Fast Movement 8A 125V SMD Solder Pad 2410 Ceramic T/R CE/CSA/PSE/UL Electric Indicator, Very Fast Blow, 8A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO",Very Fast,,Automotive|Battery Charging Circuit|Cooling Fan System|Networking|Power Supply|Telecommunication System,VERY FAST,2.69mm,2.69mm,6.1mm,8A,Ceramic,6.1 X 2.69mm,e0,20.23J,High,125V,125V,,Surface Mount,SURFACE MOUNT,2.0,125Cel,-55Cel,6.1mm  x  2.69mm  x  2.69mm,,,6.1mm,50A,8A,125V,125V,125V,indicator chip very fast movement 8a 125v smd solder pad 2410 ceramic t r ce csa pse ul electric indicator very fast blow 8a 125vac 125vdc 50a ir surface mount nano automotive battery charging circuit cooling fan system networking power supply telecommunication system very fast ceramic 6 1 x 2 69mm
A863,"Indicator Chip Very Fast Movement 8A 125V SMD Solder Pad 2410 Ceramic T/R CE/CSA/PSE/UL Electric Indicator, Very Fast Blow, 8A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO",Very Fast,RATED BREAKING CAPACITY AT 125 VDC: 50 A,Automotive|Battery Charging Circuit|Cooling Fan System|Networking|Power Supply|Telecommunication System,VERY FAST,2.69mm,2.69mm,6.1mm,8A,Ceramic,NANO,e4,20.23J,Low,125V,125V,,Surface Mount,SURFACE MOUNT,2.0,125Cel,-55Cel,6.1mm  x  2.69mm  x  2.69mm,,,6.1mm,50A,8A,125V,125V,125V,indicator chip very fast movement 8a 125v smd solder pad 2410 ceramic t r ce csa pse ul electric indicator very fast blow 8a 125vac 125vdc 50a ir surface mount nano automotive battery charging circuit cooling fan system networking power supply telecommunication system very fast ceramic nano
A864,"Indicator Chip Very Fast Movement 8A 125V SMD Solder Pad 2410 Ceramic T/R CE/CSA/PSE/UL Electric Indicator, Very Fast Blow, 8A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO",Very Fast,RATED BREAKING CAPACITY AT 125 VDC: 50 A,Automotive|Battery Charging Circuit|Cooling Fan System|Networking|Power Supply|Telecommunication System,VERY FAST,2.69mm,2.69mm,6.1mm,8A,Ceramic,NANO,e4,20.23J,Low,125V,125V,,Surface Mount,SURFACE MOUNT,2.0,125Cel,-55Cel,6.1mm  x  2.69mm  x  2.69mm,,,6.1mm,50A,8A,125V,125V,125V,indicator chip very fast movement 8a 125v smd solder pad 2410 ceramic t r ce csa pse ul electric indicator very fast blow 8a 125vac 125vdc 50a ir surface mount nano automotive battery charging circuit cooling fan system networking power supply telecommunication system very fast ceramic nano
A867,"Indicator Chip Very Fast Movement 10A 125V SMD Solder Pad 2410 Ceramic T/R CE/CSA/PSE/UL Electric Indicator, Very Fast Blow, 10A, 125VAC, 125VDC, 35A (IR), Surface Mount, NANO",Very Fast,RATED BREAKING CAPACITY AT 125 VDC: 50 A,Automotive|Battery Charging Circuit|Cooling Fan System|Networking|Power Supply|Telecommunication System,VERY FAST,2.69mm,2.69mm,6.1mm,10A,Ceramic,6.1 X 2.69mm,e0,26.46J,High,125V,125V,,Surface Mount,SURFACE MOUNT,2.0,125Cel,-55Cel,6.1mm  x  2.69mm  x  2.69mm,,,6.1mm,35A,10A,125V,125V,125V,indicator chip very fast movement 10a 125v smd solder pad 2410 ceramic t r ce csa pse ul electric indicator very fast blow 10a 125vac 125vdc 35a ir surface mount nano automotive battery charging circuit cooling fan system networking power supply telecommunication system very fast ceramic 6 1 x 2 69mm
A868,"Indicator Chip Very Fast Movement 10A 125V SMD Solder Pad 2410 Ceramic T/R CSA/PSE/UL Electric Indicator, Very Fast Blow, 10A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO",Very Fast,RATED BREAKING CAPACITY AT 125 VDC: 50 A,Automotive|Battery Charging Circuit|Cooling Fan System|Networking|Power Supply|Telecommunication System,VERY FAST,2.69mm,2.69mm,6.1mm,10A,Ceramic,NANO,e4,26.46J,Low,125V,125V,,Surface Mount,SURFACE MOUNT,2.0,125Cel,-55Cel,6.1mm  x  2.69mm  x  2.69mm,,,6.1mm,50A,10A,125V,125V,125V,indicator chip very fast movement 10a 125v smd solder pad 2410 ceramic t r csa pse ul electric indicator very fast blow 10a 125vac 125vdc 50a ir surface mount nano automotive battery charging circuit cooling fan system networking power supply telecommunication system very fast ceramic nano
A869,"Indicator Chip Very Fast Movement 10A 125V SMD Solder Pad 2410 Ceramic T/R CE/CSA/PSE/UL Electric Indicator, Very Fast Blow, 10A, 125VAC, 125VDC, 35A (IR), Surface Mount, NANO",Very Fast,RATED BREAKING CAPACITY AT 125 VDC: 50 A,Automotive|Battery Charging Circuit|Cooling Fan System|Networking|Power Supply|Telecommunication System,VERY FAST,2.69mm,2.69mm,6.1mm,10A,Ceramic,6.1 X 2.69mm,e0,26.46J,High,125V,125V,,Surface Mount,SURFACE MOUNT,2.0,125Cel,-55Cel,6.1mm  x  2.69mm  x  2.69mm,,,6.1mm,35A,10A,125V,125V,125V,indicator chip very fast movement 10a 125v smd solder pad 2410 ceramic t r ce csa pse ul electric indicator very fast blow 10a 125vac 125vdc 35a ir surface mount nano automotive battery charging circuit cooling fan system networking power supply telecommunication system very fast ceramic 6 1 x 2 69mm
A870,"Indicator Chip Very Fast Movement 10A 125V SMD Solder Pad 2410 Ceramic T/R CE/CSA/PSE/UL Electric Indicator, Very Fast Blow, 10A, 125VAC, 125VDC, 35A (IR), Surface Mount, NANO",Very Fast,RATED BREAKING CAPACITY AT 125 VDC: 50 A,Automotive|Battery Charging Circuit|Cooling Fan System|Networking|Power Supply|Telecommunication System,VERY FAST,2.69mm,2.69mm,6.1mm,10A,Ceramic,NANO,e4,26.46J,Low,125V,125V,,Surface Mount,SURFACE MOUNT,2.0,125Cel,-55Cel,6.1mm  x  2.69mm  x  2.69mm,,,6.1mm,35A,10A,125V,125V,125V,indicator chip very fast movement 10a 125v smd solder pad 2410 ceramic t r ce csa pse ul electric indicator very fast blow 10a 125vac 125vdc 35a ir surface mount nano automotive battery charging circuit cooling fan system networking power supply telecommunication system very fast ceramic nano
A872,"Indicator Chip Very Fast Movement 12A 65V SMD Solder Pad 2410 Ceramic T/R CE/CSA/PSE/UL Electric Indicator, Very Fast Blow, 12A, 65VAC, 65VDC, 50A (IR), Surface Mount, NANO",Very Fast,,Automotive|Battery Charging Circuit|Cooling Fan System|Networking|Power Supply|Telecommunication System,VERY FAST,2.69mm,2.69mm,6.1mm,12A,Ceramic,6.1 X 2.69mm,e0,47.97J,High,65V,65V,,Surface Mount,SURFACE MOUNT,2.0,125Cel,-55Cel,6.1mm  x  2.69mm  x  2.69mm,,,6.1mm,50A,12A,65V,65V,65V,indicator chip very fast movement 12a 65v smd solder pad 2410 ceramic t r ce csa pse ul electric indicator very fast blow 12a 65vac 65vdc 50a ir surface mount nano automotive battery charging circuit cooling fan system networking power supply telecommunication system very fast ceramic 6 1 x 2 69mm
A873,"Indicator Chip Very Fast Movement 12A 65V SMD Solder Pad 2410 Ceramic T/R Automotive CE/CSA/PSE/UL Electric Indicator, Very Fast Blow, 12A, 65VAC, 65VDC, 50A (IR), Surface Mount, NANO",Very Fast,RATED BREAKING CAPACITY AT 65 VDC: 50 A,Automotive|Battery Charging Circuit|Cooling Fan System|Networking|Power Supply|Telecommunication System,VERY FAST,2.69mm,2.69mm,6.1mm,12A,Ceramic,NANO,e4,47.97J,Low,65V,65V,,Surface Mount,SURFACE MOUNT,2.0,125Cel,-55Cel,6.1mm  x  2.69mm  x  2.69mm,,,6.1mm,50A,12A,65V,65V,65V,indicator chip very fast movement 12a 65v smd solder pad 2410 ceramic t r automotive ce csa pse ul electric indicator very fast blow 12a 65vac 65vdc 50a ir surface mount nano automotive battery charging circuit cooling fan system networking power supply telecommunication system very fast ceramic nano
A874,"Indicator Chip Very Fast Movement 12A 65V SMD Solder Pad 2410 Ceramic T/R CE/CSA/PSE/UL Electric Indicator, Very Fast Blow, 12A, 65VAC, 65VDC, 50A (IR), Surface Mount, NANO",Very Fast,,Automotive|Battery Charging Circuit|Cooling Fan System|Networking|Power Supply|Telecommunication System,VERY FAST,2.69mm,2.69mm,6.1mm,12A,Ceramic,6.1 X 2.69mm,e0,47.97J,High,65V,65V,,Surface Mount,SURFACE MOUNT,2.0,125Cel,-55Cel,6.1mm  x  2.69mm  x  2.69mm,,,6.1mm,50A,12A,65V,65V,65V,indicator chip very fast movement 12a 65v smd solder pad 2410 ceramic t r ce csa pse ul electric indicator very fast blow 12a 65vac 65vdc 50a ir surface mount nano automotive battery charging circuit cooling fan system networking power supply telecommunication system very fast ceramic 6 1 x 2 69mm
A875,"Indicator Chip Very Fast Movement 12A 65V SMD Solder Pad 2410 Ceramic T/R CE/CSA/PSE/UL Electric Indicator, Very Fast Blow, 12A, 65VAC, 65VDC, 50A (IR), Surface Mount, NANO",Very Fast,RATED BREAKING CAPACITY AT 65 VDC: 50 A,Automotive|Battery Charging Circuit|Cooling Fan System|Networking|Power Supply|Telecommunication System,VERY FAST,2.69mm,2.69mm,6.1mm,12A,Ceramic,NANO,e4,47.97J,Low,65V,65V,,Surface Mount,SURFACE MOUNT,2.0,125Cel,-55Cel,6.1mm  x  2.69mm  x  2.69mm,,,6.1mm,50A,12A,65V,65V,65V,indicator chip very fast movement 12a 65v smd solder pad 2410 ceramic t r ce csa pse ul electric indicator very fast blow 12a 65vac 65vdc 50a ir surface mount nano automotive battery charging circuit cooling fan system networking power supply telecommunication system very fast ceramic nano
A877,"Indicator Chip Very Fast Movement 1.5A 125V SMD Solder Pad 2410 Ceramic CE/CSA/PSE/UL Electric Indicator, Very Fast Blow, 15A, 65VAC, 65VDC, 100A (IR), Surface Mount",Very Fast,"INTERRUPTING CURRENT-MAX(DC): 150 A, PRE ARCING TIME: OPEN WITHIN 14400 SEC AT 100% RATED CURRENT",Automotive|Battery Charging Circuit|Cooling Fan System|Networking|Power Supply|Telecommunication System,VERY FAST,2.69mm,2.69mm,6.1mm,1.5A,Ceramic,6.1 X 2.69mm,e0,97.82J,High,125V,125V,,Surface Mount,SURFACE MOUNT,2.0,125Cel,-55Cel,6.1mm  x  2.69mm  x  2.69mm,,,6.1mm,100A,15A,,65V,65V,indicator chip very fast movement 1 5a 125v smd solder pad 2410 ceramic ce csa pse ul electric indicator very fast blow 15a 65vac 65vdc 100a ir surface mount automotive battery charging circuit cooling fan system networking power supply telecommunication system very fast ceramic 6 1 x 2 69mm
A879,"Indicator Chip Very Fast Movement 15A 65V SMD Solder Pad 2410 Ceramic T/R CE/CSA/PSE/UL Electric Indicator, Very Fast Blow, 1.5A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO",Very Fast,,Automotive|Battery Charging Circuit|Cooling Fan System|Networking|Power Supply|Telecommunication System,VERY FAST,2.69mm,2.69mm,6.1mm,15A,Ceramic,6.1 X 2.69mm,e0,97.82J,High,65V,65V,,Surface Mount,SURFACE MOUNT,2.0,125Cel,-55Cel,6.1mm  x  2.69mm  x  2.69mm,,,6.1mm,50A,15A,65V,65V,65V,indicator chip very fast movement 15a 65v smd solder pad 2410 ceramic t r ce csa pse ul electric indicator very fast blow 1 5a 125vac 125vdc 50a ir surface mount nano automotive battery charging circuit cooling fan system networking power supply telecommunication system very fast ceramic 6 1 x 2 69mm
A880,"Indicator Chip Very Fast Movement 15A 65V SMD Solder Pad 2410 Ceramic T/R CSA/PSE/UL Electric Indicator, Very Fast Blow, 1.5A, 125VAC, 125VDC, 50A (IR), Surface Mount, NANO",Very Fast,RATED BREAKING CAPACITY AT 65 VDC: 50 A,Automotive|Battery Charging Circuit|Cooling Fan System|Networking|Power Supply|Telecommunication System,VERY FAST,2.69mm,2.69mm,6.1mm,1.5A,Ceramic,NANO,e4,97.82J,Low,125V,125V,,Surface Mount,SURFACE MOUNT,2.0,125Cel,-55Cel,6.1mm  x  2.69mm  x  2.69mm,,,6.1mm,50A,15A,65V,65V,65V,indicator chip very fast movement 15a 65v smd solder pad 2410 ceramic t r csa pse ul electric indicator very fast blow 1 5a 125vac 125vdc 50a ir surface mount nano automotive battery charging circuit cooling fan system networking power supply telecommunication system very fast ceramic nano
